Text;Class
The critical-section problem is a challenge in concurrent programming where a set of cooperating processes share common data. Each process has a segment of code, called the critical section, in which the process may be changing common variables, updating a table, or writing a file. The key problem is to ensure that when one process is executing in its critical section, no other process is allowed to execute in its critical section. To solve the critical-section problem, we need to ensure three requirements: mutual exclusion, progress, and bounded waiting. Mutual exclusion means that if a process is executing in its critical section, then no other processes can be executing in their critical sections. Progress means that if no process is executing in its critical section and some processes want to enter their critical sections, then only those processes that are not executing in their remainder sections can participate in deciding which will enter its critical section next.;1
To deal with the critical-section problem, we can use various synchronization tools. One of the simplest tools is a mutex lock (or simply mutex). A mutex is a binary variable that can be in one of two states: locked or unlocked. A process must acquire the lock before entering a critical section and must release the lock after exiting the critical section. The acquire() function acquires the lock, and the release() function releases the lock. Mutex locks are essentially used to enforce mutual exclusion. Another synchronization tool is the semaphore. A semaphore is a variable S that can be accessed only through two standard atomic operations: wait() and signal(). The wait() operation decrements the semaphore value, and the signal() operation increments the semaphore value. Semaphores are primarily used for general synchronization tasks, such as coordinating access to a resource with multiple instances. If the semaphore's value is restricted to 0 or 1, it is called a binary semaphore and is essentially equivalent to a mutex lock.;1
The bounded-buffer problem (or producer-consumer problem) is a classic synchronization problem. It involves a producer process that produces items and a consumer process that consumes the items. They share a buffer of fixed size. The producer must not produce an item when the buffer is full, and the consumer must not consume an item when the buffer is empty. Three semaphores are typically used to solve this problem: one for mutual exclusion (mutex), one for counting the number of empty buffers (empty), and one for counting the number of full buffers (full). The mutex semaphore is initialized to 1, while empty is initialized to the size of the buffer, and full is initialized to 0. The producer waits for an empty slot, acquires the mutex, adds an item, releases the mutex, and signals that a slot is full. The consumer performs the reverse, waiting for a full slot, acquiring the mutex, removing an item, releasing the mutex, and signaling that a slot is empty.;1
The readers-writers problem is a synchronization problem that involves a data set shared among a number of concurrent processes. Some processes (readers) only read the data set, and others (writers) can both read and write. The problem requires that if a writer is accessing the shared data, no other reader or writer may simultaneously access that data. However, multiple readers can access the shared data concurrently. Two variations of the problem are generally solved: the first readers-writers problem requires that no reader should be kept waiting unless a writer has already obtained permission to use the shared object. The second readers-writers problem requires that once a writer is ready to write, it performs its writing as soon as possible, preventing readers from gaining access indefinitely. This problem is solved using semaphores, where one semaphore controls access to the critical section (writing), and a second semaphore is used by the readers to coordinate access.;1
The dining-philosophers problem is a classic synchronization problem used to illustrate a large class of concurrency control problems. Five philosophers sit around a round table, with five bowls of spaghetti and five chopsticks. A philosopher either thinks or eats. To eat, a philosopher must pick up both the chopstick to their left and the chopstick to their right. The problem is to design a protocol that prevents a deadlock, where all five philosophers pick up their left chopstick simultaneously and then wait indefinitely for their right chopstick (which is held by another philosopher). Solutions often involve semaphores representing the chopsticks, but a naive solution leads to deadlock. A possible solution is to allow at most four philosophers to be sitting at the table simultaneously, or to require that a philosopher pick up both chopsticks only if both are available, using a mutex lock to ensure the check-and-pick-up operation is atomic.;1
A deadlock is a situation where two or more processes are waiting indefinitely for an event that can only be caused by one of the waiting processes. In a multithreaded environment, deadlocks are a common problem. To model deadlocks, a system is viewed as consisting of a finite number of resources to be distributed among a number of competing processes. A process must request a resource before using it and must release the resource after using it. A set of processes is in a deadlocked state if every process in the set is waiting for a resource that is currently held by another process in the set. Deadlocks can be characterized by four necessary conditions: mutual exclusion (at least one resource must be held in a non-sharable mode), hold and wait (a process must be holding at least one resource and waiting to acquire additional resources held by other processes), no preemption (a resource can be released only voluntarily), and circular wait (a set of waiting processes must exist).;1
For a deadlock to occur, all four necessary conditions (mutual exclusion, hold and wait, no preemption, and circular wait) must hold. Deadlock prevention is a method for dealing with deadlocks that ensures that at least one of these four conditions cannot hold. To deny the mutual exclusion condition, we must allow resources to be shared, but this is often not possible for resources like printers. To deny the hold and wait condition, we must guarantee that whenever a process requests a resource, it does not hold any other resources. This can be implemented by requiring a process to request all its resources before it starts execution or allowing a process to request resources only when it has none. To deny the no preemption condition, we can allow resources to be preempted if a process is waiting for more resources. To deny the circular wait condition, we can impose a total ordering of all resource types, and require that each process request resources in an increasing order of enumeration.;1
Deadlock avoidance is a method that requires the operating system to have some a priori information about how processes will request resources. With this knowledge, we can decide for each request whether the allocation will put the system in a safe state. A state is safe if the system can allocate resources to each process (up to its maximum) in some order and still avoid a deadlock. If the system is in a safe state, there is no deadlock. If the system is in an unsafe state, a deadlock may occur. The simplest and most useful model requires that each process declare the maximum number of resources of each type that it may need. The Banker's Algorithm is a popular deadlock-avoidance algorithm. It is applicable to systems with multiple instances of each resource type. It ensures that when a process requests an available resource, the system determines if there is a sequence of allocations that allows all processes to finish execution.;1
If a system does not employ either a deadlock prevention or a deadlock avoidance algorithm, a deadlock situation may occur. In this environment, the system must provide: (1) an algorithm that examines the state of the system to determine whether a deadlock has occurred, and (2) an algorithm to recover from the deadlock. Deadlock detection algorithms are similar to the Banker's Algorithm but are used to check for a deadlock rather than preventing one. The algorithm maintains a set of resource requests and allocations and searches for cycles in the resource-allocation graph (or uses a similar data structure for multiple instances). If a deadlock is detected, the system must be able to recover. Recovery is typically achieved by either process termination (aborting one or more processes to break the circular wait) or resource preemption (preempting resources from one or more deadlocked processes).;1
For a program to be executed, it must be loaded into memory. The operating system is responsible for several aspects of memory management: keeping track of which parts of memory are currently being used and by whom, deciding which processes and data to move into and out of memory, and allocating and deallocating memory space as needed. A key part of memory management is the concept of address binding, the mapping of logical addresses (generated by the CPU) to physical addresses (seen by the memory unit). This binding can happen at compile time, load time, or execution time. Execution time binding requires a hardware device, typically the Memory-Management Unit (MMU), to map the logical addresses to physical addresses dynamically. The simplest memory management scheme is to have a continuous block of memory for each process. This can lead to fragmentation, where memory space is wasted, requiring more advanced schemes like paging and segmentation.;1
A process must be in main memory to be executed. Swapping is a mechanism in which a process can be temporarily swapped out of main memory to a backing store (e.g., a fast disk) and then brought back into memory for continued execution. Swapping is a key component of a virtual memory system, allowing the system to handle processes whose memory size exceeds the physical memory. Swapping can be time-consuming, as it involves transferring large amounts of data between memory and disk. Memory management schemes can suffer from fragmentation, which is the unusable space created when memory is allocated and deallocated. External fragmentation occurs when there is enough total free memory space to satisfy a request, but the available space is not contiguous. Internal fragmentation occurs when allocated memory is slightly larger than the requested memory, and the difference is unused but inaccessible memory.;1
Paging is a memory-management scheme that allows a process's physical address space to be non-contiguous. This technique avoids the problem of external fragmentation. Physical memory is divided into fixed-size blocks called frames, and logical memory is divided into blocks of the same size called pages. When a process is to be executed, its pages are loaded into any available memory frames. The operating system maintains a page table to translate logical addresses to physical addresses. Every address generated by the CPU is divided into a page number (p) and a page offset (d). The page number is used as an index into the page table, and the page table contains the base address of the physical frame where the page is stored. The base address is combined with the page offset to define the physical memory address. Paging is a popular memory-management technique used in most modern operating systems, including Linux and Windows.;1
The size of the page table can be very large, especially for systems with 64-bit logical addresses. A large page table can lead to a considerable memory overhead, as the page table itself must reside in main memory. To address this challenge, several techniques are used to structure the page table: Hierarchical Paging, Hashed Page Tables, and Inverted Page Tables. Hierarchical paging (or a multi-level page table) breaks the page table into smaller pieces, which reduces the amount of physical memory needed to store the page table. Hashed page tables use a hash function to map the page number to a location in the hash table. Inverted page tables store one entry for each physical frame, where each entry contains the virtual address of the page stored in that frame and the ID of the process that owns that page. This approach reduces the memory needed to store all page tables but increases the complexity of searching.;1
Virtual memory is a technique that allows the execution of processes that are not completely in memory. It separates the logical memory (the programmer's view of memory) from the physical memory (the actual RAM). The main benefits of virtual memory are that it allows programs to be larger than physical memory, frees programmers from worrying about memory limits, and increases the degree of multiprogramming. Virtual memory is commonly implemented using demand paging. With demand paging, pages are only loaded into memory when they are actually needed (on demand). This is done by using a valid-invalid bit in the page table to distinguish between pages that are in memory and those that are not. If a process attempts to access a page that is not in memory, a page fault occurs, and the operating system must load the required page from disk.;1
When a page fault occurs, the operating system must bring the desired page from secondary storage into main memory. However, if no free frame is available in memory, the operating system must select a victim frame to free up the memory space. The process of finding a victim frame and writing its contents back to disk is called page replacement. Page replacement algorithms aim to minimize the number of page faults. The simplest algorithm is FIFO (First-In, First-Out), which replaces the page that has been in memory for the longest time. A more effective approach is the Optimal Page-Replacement Algorithm, which replaces the page that will not be used for the longest period of time. Since the future is generally unknown, this is only used for comparison. The most common practical algorithm is the LRU (Least-Recently-Used) Algorithm, which replaces the page that has not been used for the longest period of time.;1
If a process does not have enough frames allocated to it, the page-fault rate increases. If the page-fault rate is very high, the process spends more time paging (swapping pages in and out) than executing, a condition called thrashing. Thrashing results in severe performance degradation. The operating system must use a local replacement algorithm (where a process can only select a victim page from its own set of allocated frames) or a global replacement algorithm (where a process can select a victim from all frames, even those allocated to other processes). To prevent thrashing, the operating system must ensure that a process has enough frames to support its execution. This is often achieved by using the concept of a working set, which is the set of pages that a process is currently using. By allocating enough frames for the working set, the operating system can minimize thrashing.;1
A file is a named collection of related information that is recorded on secondary storage. It is the logical storage unit for the operating system and is the smallest unit of data to be written to a disk. From the user's perspective, a file is the abstract concept that the operating system provides for storing and retrieving information. A file typically has an associated set of attributes, including name, identifier (a unique tag), type, location, size, protection, and time, date, and user identification. The information in a file is defined by the file's type. Common file types include executable files, object files, source code files, text files, and various multimedia files. The operating system provides a set of system calls to create, write, read, reposition, delete, and truncate files. These operations allow users and applications to interact with the file system without needing to know the physical details of how the data is stored on disk.;1
A directory is a collection of nodes containing information about all the files in a system. The directory structure is organized logically to allow users to efficiently locate and access files. The simplest directory structure is a single-level directory, where all files are contained in the same directory. This is simple but can lead to naming conflicts if many users or applications use the system. A two-level directory gives each user a private file directory, which solves the naming conflict problem but isolates users from one another. A tree-structured directory is the most common approach. It allows users to create their own subdirectories, creating a hierarchical structure. Each file has a unique path name, starting from the root directory. The tree structure allows for efficient searching and grouping of related files. The operating system provides system calls to create and delete directories, change the current directory, and list the directory contents.;1
The way a file is stored on the disk is defined by its allocation method. The primary goal of allocation is to use disk space effectively and to provide fast access to the file data. Three main allocation methods are commonly used: contiguous allocation, linked allocation, and indexed allocation. Contiguous allocation requires each file to occupy a set of contiguous blocks on the disk. This method provides excellent read performance but suffers from external fragmentation, making it difficult to find a large contiguous block of free space. Linked allocation stores each file as a linked list of disk blocks, where each block contains a pointer to the next block. This eliminates external fragmentation but only supports sequential access. Indexed allocation uses a single index block (or table) to store the addresses of all the file's data blocks. This supports both sequential and random access but can still be inefficient for very large files.;1
"To keep track of free disk space, the operating system maintains a free-space list. This list records all free disk blocks. The disk space manager then allocates blocks from this list when a file is created and returns blocks to the list when a file is deleted. The free-space list can be implemented in several ways. The simplest is the bit vector (or bit map), where each block is represented by a bit. If the bit is 1, the block is free; if it is 0, the block is allocated. This method is simple but can be inefficient if the disk is very large. Another method is to use a linked list, where the free blocks are linked together, with the first free block containing a pointer to the next free block, and so on. Other methods include grouping (storing the addresses of n free blocks in the first free block) and counting (storing the address of the first free block and the number of contiguous free blocks that follow).";1
Mass storage is typically managed by a collection of disk drives, which provide the bulk of secondary storage. The disk drive hardware can be viewed as a large 1D array of logical blocks, where the logical block is the smallest unit of transfer. The operating system is responsible for managing the disk structure and providing efficient access to the disk. Disk scheduling is necessary to maximize the disk bandwidth and minimize the average response time. The most common disk scheduling algorithms include FCFS (First-Come, First-Served), SSTF (Shortest-Seek-Time-First), and SCAN (Elevator). SSTF selects the request that requires the minimum seek time from the current head position, which is optimal but can lead to starvation. SCAN moves the head from one end of the disk to the other, servicing requests along the way, and then reverses. This provides more uniform waiting time than SSTF.;1
I/O (Input/Output) systems are a major part of a computer's operation. I/O devices vary widely, and the operating system must provide a wide range of functionality to applications to control them. The I/O hardware includes various components, such as bus structures (e.g., PCI), device controllers, and the I/O devices themselves. To transfer data between the device controller and the main memory, the operating system uses several techniques. The simplest method is polling (or busy waiting), where the host repeatedly reads the status register of the device controller until the operation is complete. Polling can be inefficient if the device is slow, as the CPU spends all its time checking the status rather than executing useful work. Another common technique is interrupts, where the device controller notifies the CPU when the I/O operation is complete, allowing the CPU to perform other tasks while the I/O is in progress.;1
For high-speed I/O devices, it is inefficient to use the CPU to transfer data one byte or word at a time. Direct Memory Access (DMA) is a specialized hardware component that is designed to avoid this bottleneck. DMA allows the device controller to transfer an entire block of data directly to or from the main memory without involving the CPU. The CPU only needs to set up the DMA controller by providing it with the address of the memory location, the number of bytes to transfer, and the direction of the transfer. Once the DMA transfer is complete, the DMA controller interrupts the CPU to signal the completion of the I/O operation. This significantly reduces the overhead on the CPU and is crucial for the performance of high-speed I/O, such as disk drives and network interfaces. DMA is a common feature in all modern computer systems;1
The access matrix is too large to be stored in its entirety in memory, so it is often implemented in a sparse format using techniques like global table, access lists for objects, or capability lists for domains. Access lists group all the rights associated with one object, while capability lists group all the rights possessed by a domain. A capability is a token or ticket that allows the possessor to access a resource. To use a resource, a process must possess a capability for that resource. Capabilities must be protected by the operating system to prevent unauthorized modification. If a process attempts to execute an operation on an object, the operating system checks the capability list of the domain to ensure that the required access right is present. Capability lists are attractive because they are associated with the processes that possess them. They are used in systems like Amoeba and Hydra. Access lists, conversely, are associated with the object and list all domains that can access it and what operations they are allowed. The choice between access lists and capability lists depends on the system's design philosophy, particularly whether the focus is on object-centric or domain-centric protection.;1
"I used to work in a store that sold stuff for getting organized and we carried step ladders for people who might be putting stuff up on high shelves. We had two different models which were completely identical except one had two steps, and the other had three steps. And the larger one cost like $5 more.
One night the store was completely dead when this guy walks in and asks if we have step ladders, so I show him the two choices. He asks all these questions about which one I think is better and whether I recommend one or the other and a bunch of other inane stuff and all I can tell him is that the ONLY difference is the extra step and about $5 in price. So the guy says, ""Ok let me think about it for a minute."" So I leave him to it.
He ponders this life-altering choice for an hour. He calls his wife to discuss it four times. After endless hemming and hawing he ends up not buying either one, and leaves us with the parting words, ""I don't know. I think three steps may just be a little too much ladder for me.""
I honestly don't know how someone that indecisive even manages to dress himself in the morning";1
When I was a kid my family had to cover our floor in salt, or we'd wake up every morning and our entire floor would be covered in slugs. Not just a few, it looked like we had a slimy black carpet. It was like something from a horror movie. I hated it at first, but I started to recognize them as the blessing they really are. You can squeeze them into your eye as a cure for dry eyes, or rub a few on a cut or scrape to help it heal faster (their secretions contain a chemical or enzyme or something, Idk. It tastes weird, but it works!). If you have a kid (or elderly person) with diaper rash, you can put a few slugs in their diaper next time you change them and they'll cure it right up. Anyways, we all thought that the slugs were getting into our house through the faucet in the bathtub, but it turns out my demented grandma was stealing them from my neighbors slug hive. So in 1997 there was a slug shortage in North Houston caused by my grandma;1
Koalas are horrible animals. They have one of the smallest brain to body ratios of any mammal, additionally - their brains are smooth. A brain is folded to increase the surface area for neurons. If you present a koala with leaves plucked from a branch, laid on a flat surface, the koala will not recognise it as food. They are too thick to adapt their feeding behaviour to cope with change. In a room full of potential food, they can literally starve to death. This is not the token of an animal that is winning at life. Speaking of stupidity and food, one of the likely reasons for their primitive brains is the fact that additionally to being poisonous, eucalyptus leaves (the only thing they eat) have almost no nutritional value. They can't afford the extra energy to think, they sleep more than 80% of their fucking lives. When they are awake all they do is eat, shit and occasionally scream like fucking satan. Because eucalyptus leaves hold such little nutritional value, koalas have to ferment the leaves in their guts for days on end. Unlike their brains, they have the largest hind gut to body ratio of any mammal. Many herbivorous mammals have adaptations to cope with harsh plant life taking its toll on their teeth, rodents for instance have teeth that never stop growing, some animals only have teeth on their lower jaw, grinding plant matter on bony plates in the tops of their mouths, others have enlarged molars that distribute the wear and break down plant matter more efficiently... Koalas are no exception, when their teeth erode down to nothing, they resolve the situation by starving to death, because they're fucking terrible animals. Being mammals, koalas raise their joeys on milk (admittedly, one of the lowest milk yields to body ratio... There's a trend here). When the young joey needs to transition from rich, nourishing substances like milk, to eucalyptus (a plant that seems to be making it abundantly clear that it doesn't want to be eaten), it finds it does not have the necessary gut flora to digest the leaves. To remedy this, the young joey begins nuzzling its mother's anus until she leaks a little diarrhoea (actually fecal pap, slightly less digested), which he then proceeds to slurp on. This partially digested plant matter gives him just what he needs to start developing his digestive system. Of course, he may not even have needed to bother nuzzling his mother. She may have been suffering from incontinence. Why? Because koalas are riddled with chlamydia. In some areas the infection rate is 80% or higher. This statistic isn't helped by the fact that one of the few other activities koalas will spend their precious energy on is rape. Despite being seasonal breeders, males seem to either not know or care, and will simply overpower a female regardless of whether she is ovulating. If she fights back, he may drag them both out of the tree, which brings us full circle back to the brain: Koalas have a higher than average quantity of cerebrospinal fluid in their brains. This is to protect their brains from injury... should they fall from a tree. An animal so thick it has its own little built in special ed helmet. I fucking hate them;1
I saw my ex with his new gf. I broke up with him on May 2nd. By June 6th he was in another relationship. We were together 4.5 years. I was hurt by hearing this. But then I saw them together. I can’t get over it. I can’t get how he moved on so quickly. I was fine until I saw them together. Now I can’t eat. I can’t sleep. It’s all I think about. I wonder if they were talking before we were over. He was so distant with me before I ended it. There was a disconnect. Was she that reason? I saw her, she’s not even attractive.;1
When they come back it’s never worth it. Post says it all. He came back after a few months, we met, had a good time, talked about making it work. Now I'm waking up to calls from him wanting to talk, him texting and keeping up with me, etc. but it feels empty. Too little too late tbh, even though he's the one who left. I wonder what chick rejected him for him to be back like this. Maybe it is real who knows? But I don't care anymore. Months of him getting happy talking to others, going out etc. without a word to me. I had to accept that to move on and now this? I'm just venting to myself dear Reddit but man oh man is it never worth it when they come back, no matter how bad you want it in the moment.;1
I don’t think I’m strong enough for this. I have completely broken No Contact and texted my ex multiple times. Each time I get a cold, one-word reply, or silence. I know this is self-sabotage. I know it sets me back weeks. But the urge is physically painful. It’s like a withdrawal. I feel so weak. I’m only 3 days into the breakup, and I keep ruining my own healing. I need help. How did you force yourself to stick to the No Contact rule when you felt like you couldn't breathe?;1
"The stages of grief are a lie; I experience all five in one hour. I'm Denying that it happened one minute, Bargaining with a hypothetical therapist the next, followed by a surge of Anger, a crash into Depression, and then a brief, fragile moment of Acceptance. Then it all loops. It's exhausting. I just want stability. When did your grief stop feeling like a roller coaster?";1
This feeling of being completely replaced is destroying me. We were together for 6 years. He met someone new on an app 3 weeks after we broke up. I know I shouldn't compare, but every time I see their pictures, I look for what she has that I don't. I feel so disposable. What is the trick to realizing your worth isn't tied to someone else's timeline?;1
"Don’t listen to people who tell you to ""move on faster."" I was dating two months later because everyone told me it was ""healing."" It wasn't. I just used other people to avoid the pain of being alone. It made me feel emptier. Now I'm taking a 6-month break from dating to actually heal. Don't rush your process. Your timeline is your own.";1
What’s the ONE thing you did that truly helped you forgive them? I'm stuck in the anger phase. I replay the injustices, the lies, the dismissals. I want to forgive him for my own peace, but the anger feels safer. It feels like if I forgive him, I'm letting him get away with what he did. How do I decouple forgiveness from acceptance of their behavior?;1
"I was very disappointed with this book... not because I have anything against blonds (I am one), but because I figured that out of 500 jokes, there HAD to be some good laughs. I was wrong. First, I didn't count them, but I'd be real surprised if there were even 200 jokes in this book. Second, among those 200 possible jokes, at least 50 were repeated 2 or more time in different parts of the book. It's almost as if the writer kept a running list of jokes as he heard them, with no real concern about whether or not they might already have been recorded. Then he decided there MUST be at least 500 jokes here. Finally, to be perfectly frank with you, I do not recall laughing at a single one of these ""jokes"". Most were better described as insults, mistaking the degradation of a group of people for humor. Very ""7th Grade"" material. Don't bother with this one. It's not worth the 99 cents. It's not even worth ""free"".";1
"I like dragons, and this was a free download, so I gave it a try. Aside from needing editing (or at least some proofreading) to clear up the clunky storytelling, I found myself disappointed. The story starts slow, works up unevenly to a burst of action... only to end not with a conclusion, but with an out-of-the-blue jump into the premise of the Dragonseer Saga series. That was halfway through the download: the other half turned out to be a preview of the first full-length Dragoneers book. Even knowing that it was a prequel, even knowing that it was a novella, I'd hoped for a more complete, self-contained tale, not what amounted to an overlong Prologue. I didn't bother with the preview; if this novella is an accurate indicator of the author's style and sense of story, I already know the Dragonseer Saga won't be on my reading list anytime soon.";1
Other reviewers were right on the money when they pointed out that this book could have benefited tremendously from quality editing, particularly if the editor had the sense to tell the author that some of his writing quirks were patently ridiculous. The main characters' first and last names are used nearly every time they are mentioned, and they call each other by first and last name almost as often. If that was intended to be cute mannerism it didn't work.Large portions of this book were completely unrealistic and disjointed, even for a book that one automatically approaches with a certain level of suspended belief. The characters should have had potential, but never lived up to it.The (very small) part about them actually finding the ark was interesting, but also completely failed to live up to its potential. It was surprisingly brief and largely ignored for the rest of the book, despite supposedly being at the center of the story. I finished the book, but won't read anything else by this author and suggest other readers not waste their time.;1
The Delver world is most believable and truly detailed.With magic on the loose, there are strange happenings, old boundaries are broken and attacks of vengeance are made.With this second book... we see more of the interactions between all the different races and humans... as the fight for survival is on. Intense battles.I found this book a good follow to book one of the series, Delver Magic.Ryson Acumen, the delver... is the hero and is in the center of all the action. It's a great fight between good and evil set in a believable world that captures me and makes me look around curiously when I surface from the reading and make the transition back to my world and life!The ending of this book leaves many unresolved issues and I am eagerly looking forward to reading book 3!If you love fantasy, like action, enjoy watching strong characters learn and grow, like a touch of paranormal... you'll enjoy this book. I highly suggest you read the first book in the trilogy first.;1
OK there is a disturbing trend starting to develop. In the 8th book in the series, her own dog Rusty was violently injured. Now in this 9th book, her clients cat was murdered. This animal cruelty trend is very ugly and not needed. I hope the author stops the animal cruelty and killing in her books or I shall stop reading everything by her.This book is nice in that it has her back at her own business and working with her brother again. Rusty is her companion again. This is all good and a well-needed change from the last book.Her husband is pouting because after crashing and almost being killed in a helicopter in the last book, she doesn't jump up and fly for him everytime he needs her to. Flying is his passion, not hers, but he's being a baby about it. Just never have warmed up to Drake.The storyline and plot is good, and like I mentioned, good to have her back at her own job with her brother and dog. But had to take major points off, again, for the animal abuse issue.;1
I do enjoy most Lena Matthews books...This short story kinda threw me with the menage couple and everyone being friends and hooking up. Which of course in any relationship you should be friends. I'm also tired of folks writing these books where the women are just over the top too...Why do the black women have to be so sassy? or attitudish...I'm a black women and of course a majority of my friends are black women and none of us are as extra and combative as some of these women in these books. I just wish how when I read books by my favorite black authors the heroines would be regular women not sterotypical stuff...But I digress the situation between Paige and Shane was lack of communication and I don't understand how she thought attempting to be with someone else was going to curb her feelings for Shane. It's a book to pass time if you need something to do. I think the price is high for it!;1
"There a couple of cute works in this book, but the majority are ""BAD"" I don't mean bad like ""Attack of the killer tomatoes"" or bad like make you groan for the poor pun, I mean bad like not done, there will be a one or two pairs of lines that are the start of a good limerick, and then there are some extra words thrown in to create a rhyme that does not flow. It just stops and heads off in a different direction.In the end it leaves you thinking the author is more interested in publishing strings of words then in creating quality content.As with many free e-books, the last half of this short work is tidbits from other published works by the author. Most of the limericks are so bad that if I had a ""be sure to never buy anything from this author"" list I would take the time to add everything he ever wrote to the list.";1
The story is strong, moving and beautifully written. It's an improbable (to start) love story between bounty hunter Jace Rankin and ranch owner Kyla Springer Bailey. Kyla has lost posession of her ranch, and her innocence, to her step brother Tom Hardesty. He has a thing for brutal rape as is demonstrated more than once in the book. He is a member of the corrupt Vigilance Union.Kyla travels to find help disguised as Kyle, a snot nosed teenage boy with less than no manners. The constant changes from Kyla to Kyle are well written and realistic, as is her use of the Kyle persona whenever she feels threatened.The love scenes are touchingly real. The adventure and danger are thrilling.My problem was that I bought the book on Kindle. It was soooo badly transcribed to kindle format that it was hard to follow. At one point Jace was kissing Kyle instead of Kyla! Give me a break! Buy the book. Don't buy it on Kindle until they fix the mess the publisher made of it.;1
Lieutenant Will Charleston, a Navy SEAL, has only ever wanted one woman MacKenzie (Mac) Wade. Will is determined to make Mac his no matter what it will take to see the truth that's always been there. Mac loves Will as best friend yet the visions she has of him suggest otherwise. Mac has been having visions for a really long time and everyone she's told about the vision leave her. Will isn't afraid of Mac's visions but values them completely. Mac has a deadly vision over and over again about Will's death. Will Mac admit her feelings? Will Mac allow her visions to keep her apart from Will? Can Will gain Mac's complete trust? Your answers await you in Heat of the Storm.The Out of Uniform Series is fast becoming one of my favorite series. There is enough steam, heat, and passion in every book to make your own blood pressure rise for want of release. I love how each story builds on the previous book! I will gladly continue reading this series. I definitely look forward to my next adventure in this series.;1
I decided to read this book because of the description. The premise was compelling.This book was very slow in many parts. I felt the author suggested many previously published stories such as THE BOYS FROM BRAZIL, THE DAVINCI CODE and APOLLO 13. I was often disturbed by the back and forth of the story going from one group of characters to another. I also didn't like how some characters were introduced toward the end of the book with no back story. Also some characters throughout the book were left without closure at the end.What I did like in this book was how good the author was at making me want to find out what would happen next. His suspense and action scenes were very well done. I read this book straight through even though I needed to skim many of the slow parts. This book read like an unedited first draft and would have been a prime candidate for a rewrite. This author shows promise but needs to tighten this plot. It could have been great but turned out to be just shy of okay and a bit disappointing.;1
I recently learned basic mind mapping. It peaked my interest and I selected this book to learn more.I feel I made a great choice. The author not only provides step by step mind map creation but the thought processes you can use to make the maps. Unlike other How To books you will not feel like you have to follow specific steps or you'll be lost, this book shows you how flexible mind mapping is so that you can just get started without worry.There are several types of maps covered from taking notes when studying to planning a vacation. I will be referring back to this book often. It is a great resource.In addition to the above, there is a quick but useful overview of how to speed read.The author states that he was going to write as more advanced, follow up book but found that someone had already done so. He provides a link to this other book as well as links to other resources.;1
I read this in one sitting. The book opens with a warning. A strange young man has warned Selina that she must not go to Vastorn to heal the sick king. The question, of course, is why, and it is this question that underlies her journey to Vastorn. Along the way, a group of feyquin (similar to horses) stop her in an effort to prevent her from going to the king.The best part of this book is that the author kept me guessing as to why she shouldn't go to Vastorn and who doesn't want her to get there. There was another surprise that popped up that I didn't forsee, but I don't want to ruin the surprise. Overall, the book chronicles her journey to Vastorn (because she's determined to get there, no matter what). But the question is really, should she go or not? It was a fun read, especially the parts about the feyquin and the unexpected friendship that she develops with them. I also enjoyed the night mares who proved that not all is what it seems. I recommend reading it if you love horses, fantasy, or suspense.;1
"Which is worst, being a masochistic Cubs fan who knows your team will lose or a Boston Red Sox fan, who's team continually knocks at the door, yet can't seem to win the ultimate prize by coming out on top in the World Series? Genius scientist and diehard Red Sox fan Greg Patterson has an opinion and decides to do something about it. With a not-so-subtle nod to the ""Back to the Future"" movies Patterson sets out to fix this problem at what is generally acknowledged as the beginning, the events surrounding the trading of Babe Ruth to the hated Yankees in 1919.I'm no sports guy, but found the story easy to follow despite that. Most with even a passing acquaintance to sport will have picked up enough baseball facts to follow that part. But at its heart ""Turning Back the Clock"" is more than a simple fantasy/sci-fi novel or a baseball story or a glimpse at history, although it is all of those. It's also a lesson in doing the right thing. In seeing a need and filling it. And a bit of a love story as well.";1
The story had so much potential, and was actually holding my attention...until...What happened? Never introduce people at the end! Especially when they are an important part of the plot. Then you never gave that person any type of background at all? Why not have had her just kill him in the first bloody place? I don't want to give away anything, but seriously? It ended like that? I was left wondering if I accidentally skipped to another book. Yes, the ending is that bad.Did you get bored? I wish you would go back and see this through properly. I wanted to see the relationship between Davey and Cookie be something more. I wanted to see where it would lead. ( In friendship) possibly sparking his memories or persuading him to build new ones.... even if he is dead!You have such potential, in this story and as a writer. Don't hurry endings.;1
"I wanted.. I needed something dark to read. What better than an urban fantasy mystery? This is what you get if you buy this ebook.Despite the fast pace and the continuous action all through, the protagonist was two-dimensional at best, as where the villains and the companion of Jason Dark.The author has a good grasp of how a demon would ""feel"" when possessing a human body,and offers a good deal of descriptions regarding this. But other than that his ideas about the occult side of things show that he swims in unchartered waters. Maybe it's just me, but I would have my fantasy with ounces of realism on the side, magical/paranormal realism as it may be.The mystery is only in the description and the atmosphere, which I would say was ""ok"", but at no point is there a question raised of who was the killer or how was the murder commited.2 stars for the action and the pace.";1
